"CENTRAL POLLUTION CONTROL BOARD",,,,,,
"CONTINUOUS AMBIENT AIR QUALITY",,,,,,
"Date :Tuesday, November 21, 2017",,,,,,
"Time :11:53:50 PM",,,,,,
,,,,,,
"State: Karnataka",,,,,,
"City: Bengaluru",,,,,,
"Station: Peenya",,,,,,
"Parameter: SO2,CO,NO2,NO,NOx,NH3,CH4,NMHC,THC,Temp,RH,WIND SPEED S,WIND DIR S,Vertical Wind S,SOLAR RAD,Bar Pressure,Benzene,Toluene,Ethyl Benzene,M & P Xylene,O_Xylene,ozone,PM2.5",,,,,,
"AvgPeriod: 24 Hours",,,,,,
"DateFrom: 01/01/2017",,,,,,
"DateTo: 30/04/2017",,,,,,
,,,,,,
"Peenya ( Industrial Residential Rural and Other Area )",,,,,,
"Parameter","Date","Concentration","Unit","Prescribed Standard","Exceeding Standard? (Yes/No)","Remarks"
"Carbon Monoxide(CO)","02/01/2017",0.67,"mg/m3","NA","NA",
,"03/01/2017",0.28,"mg/m3","NA","NA",
,"04/01/2017",0.5,"mg/m3","NA","NA",
,"05/01/2017",0.5,"mg/m3","NA","NA",
,"06/01/2017",0.53,"mg/m3","NA","NA",
,"07/01/2017",0.59,"mg/m3","NA","NA",
,"08/01/2017",0.51,"mg/m3","NA","NA",
,"09/01/2017",0.6,"mg/m3","NA","NA",
,"10/01/2017",0.54,"mg/m3","NA","NA",
,"11/01/2017",0.62,"mg/m3","NA","NA",
,"12/01/2017",0.42,"mg/m3","NA","NA",
,"13/01/2017",0.51,"mg/m3","NA","NA",
,"14/01/2017",0.47,"mg/m3","NA","NA",
,"15/01/2017",0.44,"mg/m3","NA","NA",
,"16/01/2017",0.47,"mg/m3","NA","NA",
,"17/01/2017",0.43,"mg/m3","NA","NA",
,"18/01/2017",0.46,"mg/m3","NA","NA",
,"19/01/2017",0.45,"mg/m3","NA","NA",
,"20/01/2017",0.49,"mg/m3","NA","NA",
,"21/01/2017",0.5,"mg/m3","NA","NA",
,"23/01/2017",0.5,"mg/m3","NA","NA",
,"24/01/2017",0.48,"mg/m3","NA","NA",
,"25/01/2017",0.48,"mg/m3","NA","NA",
,"26/01/2017",0.5,"mg/m3","NA","NA",
,"27/01/2017",0.51,"mg/m3","NA","NA",
,"30/01/2017",0.48,"mg/m3","NA","NA",
,"31/01/2017",0.48,"mg/m3","NA","NA",
,"01/02/2017",0.5,"mg/m3","NA","NA",
,"02/02/2017",0.44,"mg/m3","NA","NA",
,"03/02/2017",0.48,"mg/m3","NA","NA",
,"04/02/2017",0.44,"mg/m3","NA","NA",
,"05/02/2017",0.47,"mg/m3","NA","NA",
,"06/02/2017",0.52,"mg/m3","NA","NA",
,"07/02/2017",0.53,"mg/m3","NA","NA",
,"08/02/2017",0.49,"mg/m3","NA","NA",
,"09/02/2017",0.5,"mg/m3","NA","NA",
,"10/02/2017",0.49,"mg/m3","NA","NA",
,"11/02/2017",0.49,"mg/m3","NA","NA",
,"12/02/2017",0.43,"mg/m3","NA","NA",
,"13/02/2017",0.43,"mg/m3","NA","NA",
,"14/02/2017",0.5,"mg/m3","NA","NA",
,"15/02/2017",0.48,"mg/m3","NA","NA",
,"16/02/2017",0.46,"mg/m3","NA","NA",
,"17/02/2017",0.49,"mg/m3","NA","NA",
,"18/02/2017",0.47,"mg/m3","NA","NA",
,"19/02/2017",0.51,"mg/m3","NA","NA",
,"20/02/2017",0.6,"mg/m3","NA","NA",
,"21/02/2017",0.61,"mg/m3","NA","NA",
,"22/02/2017",0.56,"mg/m3","NA","NA",
,"23/02/2017",0.54,"mg/m3","NA","NA",
,"24/02/2017",0.51,"mg/m3","NA","NA",
,"25/02/2017",0.51,"mg/m3","NA","NA",
,"26/02/2017",0.49,"mg/m3","NA","NA",
,"27/02/2017",0.49,"mg/m3","NA","NA",
,"28/02/2017",0.51,"mg/m3","NA","NA",
,"01/03/2017",0.5,"mg/m3","NA","NA",
,"02/03/2017",0.52,"mg/m3","NA","NA",
,"03/03/2017",0.5,"mg/m3","NA","NA",
,"04/03/2017",0.51,"mg/m3","NA","NA",
,"05/03/2017",0.48,"mg/m3","NA","NA",
,"06/03/2017",0.48,"mg/m3","NA","NA",
,"07/03/2017",0.49,"mg/m3","NA","NA",
,"08/03/2017",0.35,"mg/m3","NA","NA",
,"09/03/2017",0.3,"mg/m3","NA","NA",
,"10/03/2017",0.3,"mg/m3","NA","NA",
,"11/03/2017",0.29,"mg/m3","NA","NA",
,"12/03/2017",0.29,"mg/m3","NA","NA",
,"13/03/2017",0.3,"mg/m3","NA","NA",
,"14/03/2017",0.29,"mg/m3","NA","NA",
,"15/03/2017",0.3,"mg/m3","NA","NA",
,"16/03/2017",0.3,"mg/m3","NA","NA",
,"17/03/2017",0.3,"mg/m3","NA","NA",
,"18/03/2017",0.29,"mg/m3","NA","NA",
,"19/03/2017",0.29,"mg/m3","NA","NA",
,"20/03/2017",0.3,"mg/m3","NA","NA",
,"21/03/2017",0.31,"mg/m3","NA","NA",
,"22/03/2017",0.3,"mg/m3","NA","NA",
,"23/03/2017",0.28,"mg/m3","NA","NA",
,"24/03/2017",0.3,"mg/m3","NA","NA",
,"25/03/2017",0.28,"mg/m3","NA","NA",
,"26/03/2017",0.28,"mg/m3","NA","NA",
,"27/03/2017",0.28,"mg/m3","NA","NA",
,"28/03/2017",0.29,"mg/m3","NA","NA",
,"29/03/2017",0.3,"mg/m3","NA","NA",
,"30/03/2017",0.3,"mg/m3","NA","NA",
,"31/03/2017",0.3,"mg/m3","NA","NA",
,"01/04/2017",0.3,"mg/m3","NA","NA",
,"02/04/2017",0.28,"mg/m3","NA","NA",
,"03/04/2017",0.29,"mg/m3","NA","NA",
,"04/04/2017",0.3,"mg/m3","NA","NA",
,"05/04/2017",0.29,"mg/m3","NA","NA",
,"06/04/2017",0.3,"mg/m3","NA","NA",
,"07/04/2017",0.28,"mg/m3","NA","NA",
,"08/04/2017",0.3,"mg/m3","NA","NA",
,"09/04/2017",0.32,"mg/m3","NA","NA",
,"10/04/2017",0.29,"mg/m3","NA","NA",
,"11/04/2017",0.27,"mg/m3","NA","NA",
,"13/04/2017",0.29,"mg/m3","NA","NA",
,"14/04/2017",0.3,"mg/m3","NA","NA",
,"15/04/2017",0.28,"mg/m3","NA","NA",
,"17/04/2017",0.31,"mg/m3","NA","NA",
,"18/04/2017",0.3,"mg/m3","NA","NA",
,"19/04/2017",0.29,"mg/m3","NA","NA",
,"20/04/2017",0.3,"mg/m3","NA","NA",
,"21/04/2017",0.3,"mg/m3","NA","NA",
,"22/04/2017",0.29,"mg/m3","NA","NA",
,"23/04/2017",0.3,"mg/m3","NA","NA",
,"24/04/2017",0.29,"mg/m3","NA","NA",
,"25/04/2017",0.32,"mg/m3","NA","NA",
,"26/04/2017",0.49,"mg/m3","NA","NA",
,"27/04/2017",0.48,"mg/m3","NA","NA",
,"28/04/2017",0.5,"mg/m3","NA","NA",
,"29/04/2017",0.47,"mg/m3","NA","NA",
"The Avearge value of Carbon Monoxide(CO) is 0.41 mg/m3",,,,,,
"There is No instance when data has exceeded Prescribed Standard of Carbon Monoxide(CO).",,,,,,
